VERB	WORD_ID	SENTENCE	LEMMA	PASS	PART	SCF	IN/RP	CORRECT SCF	CORRECT IN/RP	STC_ID	COMMENT
listen	7	I highly appreciate your coming to [listen] my campaign speech for student council president .	listen	0	0	dobj_N	0	prep=>pobj	to	157	#
find	3	Did you [find] it discriminatory for a sex gender ?	find	0	0	dobj_N:xcomp_ADJ	0	dobj_N:xcomp_ADJ	0	159	#
express	7	He experimented boldly with color to [express] the primitive energy of animals .	express	0	0	dobj_N	0	dobj_N	0	160	#
's	2	"It ['s] really a serious problem because each project must be finished by a team , not only you ."	be	0	0	xcomp_N	0	xcomp_N	0	161	#
am	8	"I also have this problem - I [am] afraid of confined spaces , especially if they are crowded with people ."	be	0	0	acomp	0	acomp	0	162	#
are	17	"I also have this problem - I am afraid of confined spaces , especially if they [are] crowded with people ."	be	0	0	acomp	0	acomp	0	162	#
's	2	It ['s] very simple and cheap !	be	0	0	acomp	0	acomp	0	165	#
live	2	They [live] in Rio de Janeiro .	live	0	0	prep=>pobj	in	prep=>pobj	in	166	#
has	3	"The wife [has] long , straight and black hair ."	have	0	0	dobj_N	0	dobj_N	0	167	#
are	3	The lyrics [are] also very impressive and reflects our mind .	be	0	0	acomp	0	acomp	0	168	#
reflects	8	The lyrics are also very impressive and [reflects] our mind .	reflect	0	0	dobj_N	0	dobj_N	0	168	#
is	2	He [is] big and small and has short black hair and brown eyes .	be	0	0	acomp	0	acomp	0	169	#
has	7	He is big and small and [has] short black hair and brown eyes .	have	0	0	dobj_N	0	dobj_N	0	169	#
went	2	I [went] to Kazan University when I was 16 .	go	0	0	prep=>pobj	to	prep=>pobj	to	170	#
like	3	I would [like] to introduce you a renewable energy source -- the solar power !	like	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	171	#
introduce	5	I would like to [introduce] you a renewable energy source -- the solar power !	introduce	0	0	dobj_N:iobj	0	dobj_N:iobj	0	171	#
like	4	"I do n't [like] soccer , but I can swim ."	like	0	0	dobj_N	0	dobj_N	0	172	#
swim	10	"I do n't like soccer , but I can [swim] ."	swim	0	0	su	0	su	0	172	#
is	6	In opposite our house there [is] the swimming pool .	be	0	0	xcomp_N	0	xcomp_N	0	173	#
wish	4	What do I [wish] to do ?	wish	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	174	#
think	5	I really do n't [think] you had a good idea .	think	0	0	ccomp_VTENSED	0	ccomp_VTENSED	0	175	#
had	7	I really do n't think you [had] a good idea .	have	0	0	dobj_N	0	dobj_N	0	175	#
offers	12	"Also , compared with the second website , the first one [offers] the customers diversified ways to pay and deliver products , which is really convenient and appealing ."	offer	0	0	dobj_N:iobj	0	dobj_N:iobj	0	176	#
pay	18	"Also , compared with the second website , the first one offers the customers diversified ways to [pay] and deliver products , which is really convenient and appealing ."	pay	0	0	dobj_N	0	prep=>pobj	for	176	#
deliver	20	"Also , compared with the second website , the first one offers the customers diversified ways to pay and [deliver] products , which is really convenient and appealing ."	deliver	0	0	dobj_N	0	dobj_N	0	176	#
is	24	"Also , compared with the second website , the first one offers the customers diversified ways to pay and deliver products , which [is] really convenient and appealing ."	be	0	0	acomp	0	acomp	0	176	#
feed	2	I [feed] the dog at 8 A.M every day .	feed	0	0	dobj_N	0	dobj_N	0	177	#
wear	3	They may [wear] a blue skirt and white blouse .	wear	0	0	dobj_N	0	dobj_N	0	178	#
grabbed	16	"After a few seconds , it liked a lifetime to Meg , the young woman [grabbed] Meg 's laptop and ran off ."	grab	0	0	dobj_N	0	dobj_N	0	179	#
know	8	"For those of you that do n't [know] me , my name is sophia , the Vice G.M."	know	0	0	dobj_N	0	dobj_N	0	180	#
is	13	"For those of you that do n't know me , my name [is] sophia , the Vice G.M."	be	0	0	xcomp_N	0	xcomp_N	0	180	#
decided	2	"I [decided] to run for this position , and I believe that I am the most prepared to conduct this council toward the changes our school demands ."	decide	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	181	#
run	4	"I decided to [run] for this position , and I believe that I am the most prepared to conduct this council toward the changes our school demands ."	run	0	0	prep=>pobj	for	prep=>pobj	for	181	#
believe	11	"I decided to run for this position , and I [believe] that I am the most prepared to conduct this council toward the changes our school demands ."	believe	0	0	ccomp_VTENSED=>mark-that	0	ccomp_VTENSED=>mark-that	0	181	#
demands	27	"I decided to run for this position , and I believe that I am the most prepared to conduct this council toward the changes our school [demands] ."	demand	0	0	dobj_N	0	dobj_N	0	181	#
change	7	"Barely half of the people would [change] their voice if they could , because of not being satisfied with their accent ."	change	0	0	dobj_N	0	dobj_N	0	182	#
being	17	"Barely half of the people would change their voice if they could , because of not [being] satisfied with their accent ."	be	0	0	acomp	0	acomp	0	182	#
make	12	I think in 5 years through my work hard I will [make] more money .	make	0	0	dobj_N	0	dobj_N	0	186	#
was	3	"When he [was] on his way to work with coffee and laptop in his hands , he saw a young couple get out a car and start to vandalize the local newsagents ."	be	0	0	prep=>pobj	on	prep=>pobj	on	187	#
start	27	"When he was on his way to work with coffee and laptop in his hands , he saw a young couple get out a car and [start] to vandalize the local newsagents ."	start	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	187	#
vandalize	29	"When he was on his way to work with coffee and laptop in his hands , he saw a young couple get out a car and start to [vandalize] the local newsagents ."	vandalize	0	0	dobj_N	0	dobj_N	0	187	#
guess	2	I [guess] you 've just won a new regular guest !	guess	0	0	ccomp_VTENSED	0	ccomp_VTENSED	0	188	#
depends	2	"All [depends] on a standard of living , from that as the state cares of the people , life actually at people the heavy And Bryansk is a separate conversation ."	depend	0	0	prep=>pobj	on	prep=>pobj	on	189	#
is	27	"All depends on a standard of living , from that as the state cares of the people , life actually at people the heavy And Bryansk [is] a separate conversation ."	be	0	0	xcomp_N	0	xcomp_N	0	189	#
prepared	2	Cubism [prepared] the way to abstract arts .	prepare	0	0	dobj_N	0	dobj_N	0	190	#
hesitate	3	"Do not [hesitate] , rent your own new apartment ."	hesitate	0	0	su	0	su	0	193	#
rent	5	"Do not hesitate , [rent] your own new apartment ."	rent	0	0	dobj_N	0	dobj_N	0	193	#
try	3	"Company will [try] to promote the situation , and you 'd better make much more communication with freind , these all will help you Yonr sincerely ."	try	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	194	#
promote	5	"Company will try to [promote] the situation , and you 'd better make much more communication with freind , these all will help you Yonr sincerely ."	promote	0	0	dobj_N	0	dobj_N	0	194	#
make	13	"Company will try to promote the situation , and you 'd better [make] much more communication with freind , these all will help you Yonr sincerely ."	make	0	0	dobj_N	0	dobj_N	0	194	#
help	23	"Company will try to promote the situation , and you 'd better make much more communication with freind , these all will [help] you Yonr sincerely ."	help	0	0	dobj_N	0	dobj_N	0	194	#
stay	7	In the evening we dance or [stay] on the deck when the weather is fine .	stay	0	0	prep=>pobj	on	prep=>pobj	on	195	#
is	14	In the evening we dance or stay on the deck when the weather [is] fine .	be	0	0	acomp	0	acomp	0	195	#
know	4	"As you all [know] it is a hard job which requires a hard working , trustworthy president ."	know	0	0	su	0	su	0	196	#
is	6	"As you all know it [is] a hard job which requires a hard working , trustworthy president ."	be	0	0	xcomp_N	0	xcomp_N	0	196	#
requires	11	"As you all know it is a hard job which [requires] a hard working , trustworthy president ."	require	0	0	dobj_N	0	dobj_N	0	196	#
is	5	"Firstly , this job [is] totally different from the traditional ones that you have no intention to ."	be	0	0	acomp	0	acomp	0	197	#
have	14	"Firstly , this job is totally different from the traditional ones that you [have] no intention to ."	have	0	0	dobj_N	0	dobj_N	0	197	#
was	4	"First , there [was] a poor man named John ."	be	0	0	xcomp_N	0	xcomp_N	0	198	#
got	4	"Additionally , she [got] an overview about multiple perceptual positions ."	get	0	0	dobj_N	0	dobj_N	0	200	#
Walking	1	"[Walking] into the apartment along with the porch will make you feel returning to the nature , and you can leave the burdens of work outside of the door ."	walk	0	0	prep=>pobj	into	prep=>pobj	into	201	#
make	10	"Walking into the apartment along with the porch will [make] you feel returning to the nature , and you can leave the burdens of work outside of the door ."	make	0	0	dobj_N:xcomp_VBARE	0	dobj_N:xcomp_VBARE	0	201	#
returning	13	"Walking into the apartment along with the porch will make you feel [returning] to the nature , and you can leave the burdens of work outside of the door ."	return	0	0	prep=>pobj	to	prep=>pobj	to	201	#
changing	5	43 % agreed on [changing] their accent if it were possible and the most preferred accent was Standard English with 60 % .	change	0	0	dobj_N	0	dobj_N	0	202	#
were	10	43 % agreed on changing their accent if it [were] possible and the most preferred accent was Standard English with 60 % .	be	0	0	acomp	0	acomp	0	202	#
was	17	43 % agreed on changing their accent if it were possible and the most preferred accent [was] Standard English with 60 % .	be	0	0	xcomp_N	0	xcomp_N	0	202	#
is	4	My favorite day [is] Saturday .	be	0	0	xcomp_N	0	xcomp_N	0	203	#
start	3	I would [start] saying I count on you to this new jorney .	start	0	0	xcomp_VING	0	xcomp_VING	0	204	#
has	4	The modern kitchen [has] many cabinets for storage .	have	0	0	dobj_N	0	dobj_N	0	205	#
are	4	Miniskirts and sweatshirt [are] not a good idea .	be	0	0	xcomp_N	0	xcomp_N	0	206	#
'm	2	I ['m] very glad to take your letter .	be	0	0	acomp	0	acomp	0	207	#
take	6	I 'm very glad to [take] your letter .	take	0	0	dobj_N	0	dobj_N	0	207	#
regret	2	I [regret] that we will not be able to enjoy your company and hope your party is a success .	regret	0	0	ccomp_VTENSED=>mark-that	0	ccomp_VTENSED=>mark-that	0	208	#
hope	14	I regret that we will not be able to enjoy your company and [hope] your party is a success .	hope	0	0	ccomp_VTENSED	0	ccomp_VTENSED	0	208	#
is	17	I regret that we will not be able to enjoy your company and hope your party [is] a success .	be	0	0	xcomp_N	0	xcomp_N	0	208	#
control	3	You should [control] your children .	control	0	0	dobj_N	0	dobj_N	0	209	#
lives	4	"My mother Traute [lives] in my house , she is very ill and eighty-nine !!!"	live	0	0	prep=>pobj	in	prep=>pobj	in	210	#
lives	3	But he [lives] anymore with us .	live	0	0	prep=>pobj	with	prep=>pobj	with	211	#
finish	2	I [finish] my doctorate and MBA .	finish	0	0	dobj_N	0	dobj_N	0	212	#
mention	3	"You should [mention] the circumstances ' leading up to that treatment and , If possible , give the date , place and approximate time it happened ."	mention	0	0	dobj_N	0	dobj_N	0	213	#
give	17	"You should mention the circumstances ' leading up to that treatment and , If possible , [give] the date , place and approximate time it happened ."	give	0	0	dobj_N	0	dobj_N	0	213	#
happened	26	"You should mention the circumstances ' leading up to that treatment and , If possible , give the date , place and approximate time it [happened] ."	happen	0	0	su	0	su	0	213	#
won	5	Perhaps because I have [won] almost all matches .	win	0	0	dobj_N	0	dobj_N	0	214	#
are	4	Those coffee drinks [are] too expensive and they are full of sugar .	be	0	0	acomp	0	acomp	0	215	#
are	9	Those coffee drinks are too expensive and they [are] full of sugar .	be	0	0	acomp	0	acomp	0	215	#
struggles	2	"He [struggles] trough his life untill he meets the right women , settles down and establishes a successful business ."	struggle	0	0	prep=>pobj	through	prep=>pobj	through	217	#
meets	8	"He struggles trough his life untill he [meets] the right women , settles down and establishes a successful business ."	meet	0	0	dobj_N	0	dobj_N	0	217	#
establishes	16	"He struggles trough his life untill he meets the right women , settles down and [establishes] a successful business ."	establish	0	0	dobj_N	0	dobj_N	0	217	#
is	3	"The winner [is] , the player with the most points ."	be	0	0	xcomp_N	0	xcomp_N	0	218	Punctuation mistake: there should not be a comma between [is] and [the player].
took	8	"At the same time , her boyfriend [took] an huge cake appearing in front of her ."	take	0	0	dobj_N	0	dobj_N	0	219	#
appearing	12	"At the same time , her boyfriend took an huge cake [appearing] in front of her ."	appear	0	0	prep=>pobj	in	prep=>pobj	in	219	#
locate	7	I will encourage the principles to [locate] more low cost caffee shops and stationary shops .	locate	0	0	dobj_N	0	dobj_N	0	220	#
be	19	"First of all , the work will be outdoors , as you want to , and you will [be] in contact with different kinds of animals ."	be	0	0	prep=>pobj	in	prep=>pobj	in	221	#
found	3	The detective [found] him lying on the floor near the window .	find	0	0	dobj_N:xcomp_VING	0	dobj_N:xcomp_VING	0	222	#
Thank	1	[Thank] you for your attention .	thank	0	0	dobj_N:prep=>pobj	for	dobj_N:prep=>pobj	for	225	#
conclude	2	"To [conclude] , the trend of national sales is more steady than the international one ."	conclude	0	0	su	0	su	0	226	#
is	3	"My daughter [is] tall , with blonde hair and big , blue eyes ."	be	0	0	acomp	0	acomp	0	227	#
speak	3	"I can [speak] German , English and French ."	speak	0	0	dobj_N	0	dobj_N	0	228	#
is	2	"There [is] confortable , large bed ."	be	0	0	xcomp_N	0	xcomp_N	0	229	#
Water	1	[Water] the flowers in the afternoon .	water	0	0	dobj_N	0	dobj_N	0	230	#
be	5	"Tomorrow the weather will [be] better than today , so I going to know to the beach ."	be	0	0	acomp	0	acomp	0	233	#
going	12	"Tomorrow the weather will be better than today , so I [going] to know to the beach ."	go	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	233	#
hope	2	I [hope] this help you .	hope	0	0	ccomp_VTENSED	0	ccomp_VTENSED	0	235	#
help	4	I hope this [help] you .	help	0	0	dobj_N	0	dobj_N	0	235	#
watch	2	We [watch] TV at 8 o'clock in the evening .	watch	0	0	dobj_N	0	dobj_N	0	236	#
did	2	I [did] the ironing on Monday .	do	0	0	dobj_N	0	dobj_N	0	237	#
was	4	The total delay [was] about 2 hours .	be	0	0	xcomp_N	0	xcomp_N	0	239	#
dance	3	I can [dance] but I ca n't sing .	dance	0	0	su	0	su	0	241	#
sing	8	I can dance but I ca n't [sing] .	sing	0	0	su	0	su	0	241	#
hid	8	"And he finally told her what was [hid] deeply at the bottom of his heart , but he never asked her to be her girlfriend and she never gave him the answer ."	hide	1	0	dobj_N	0	dobj_N	0	242	#
have	3	"You 'll [have] a full accident insurance , 1 month holiday every year and regular trips to Florida to observe wild crocodiles ."	have	0	0	dobj_N	0	dobj_N	0	243	#
observe	20	"You 'll have a full accident insurance , 1 month holiday every year and regular trips to Florida to [observe] wild crocodiles ."	observe	0	0	dobj_N	0	dobj_N	0	243	#
change	6	"When asked if did they [change] their voice depending on whom they were talking to , 81 % said yes , especially to ensure they were understood or to fit in better ."	change	0	0	dobj_N	0	dobj_N	0	244	#
talking	14	"When asked if did they change their voice depending on whom they were [talking] to , 81 % said yes , especially to ensure they were understood or to fit in better ."	talk	0	0	prep=>pobj	to	prep=>pobj	to	244	#
said	19	"When asked if did they change their voice depending on whom they were talking to , 81 % [said] yes , especially to ensure they were understood or to fit in better ."	say	0	0	dobj_N	0	dobj_N	0	244	#
